5,8
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,9
5,10
5,11
5,11
6,12
6,13
6,14
6,15
7,16
7,16
8,17
8,18
8,19
9,20
10,20
11,21
13,23
14,25
16,27
16,28
17,28
20,30
23,32
24,32
25,32
27,32
28,31
29,32
31,30
31,28
32,26
