32,32
32,32
32,30
32,29
31,29
30,28
29,27
28,25
27,25
26,24
25,23
24,22
23,21
23,20
22,20
22,19
22,18
21,17
21,16
20,15
20,14
19,14
19,13
19,13
18,13
17,12
17,11
16,11
16,10
15,10
14,10
14,9
14,9
13,8
13,8
12,8
12,7
11,7
10,7
10,7
9,7
9,7
