25,8
26,9
27,9
27,9
28,9
28,9
28,10
28,10
28,10
29,11
29,11
29,12
29,13
29,13
29,14
29,15
29,16
28,18
28,19
27,19
25,19
26,20
25,20
24,20
24,21
24,22
26,24
27,25
28,27
29,29
29,30
30,31
30,31
30,31
32,32
32,32
32,32
32,32
32,30
