32,32,32,32
31,24,32,5
31,25,21,20
32,17,15,17
27,20,22,18
16,14,12,13
22,16,11,11
10,11,9,10
15,12,12,10
7,11,7,9
13,11,9,7
7,9,8,9
12,9,6,7
10,9,7,7
9,8,7,7
10,8,8,7
7,7,5,6
8,7,6,6
9,6,7,5
7,6,5,5
7,6,5,5
7,6,5,5
7,6,5,4
7,6,5,5
6,5,5,4
7,5,4,4
5,5,4,4
6,5,4,4
5,5,4,4
5,5,3,4
5,5,5,4
5,4,4,3
5,4,3,4
5,4,4,3
4,4,3,4
5,4,3,3
4,4,3,3
4,4,4,3
5,4,3,3
4,4,3,3
4,4,3,3
4,4,3,3
4,4,3,3
4,3,3,3
4,3,3,3
4,3,3,3
4,3,2,3
3,3,3,3
3,3,3,3
4,3,3,2
3,3,2,3
3,3,2,2
4,3,3,3
3,3,2,3
4,3,2,2
3,3,3,2
3,3,2,2
3,3,2,2
3,3,2,2
3,3,2,2
3,3,2,2
3,3,2,2
3,3,2,2
3,3,2,2
3,3,2,2
3,3,2,2
3,2,2,2
3,2,2,2
3,2,2,2
3,2,2,2
3,2,2,2
3,2,2,2
2,2,2,2
3,2,2,2
2,2,2,2
3,2,2,2
2,2,2,2
3,2,2,2
2,2,2,2
2,2,2,2
3,2,2,2
2,2,2,2
3,2,2,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,2,1
3,2,2,1
2,2,2,1
4,2,2,3
3,2,2,2
2,2,2,2
3,2,2,2
2,2,2,2
2,2,2,2
2,2,1,2
2,2,2,2
2,2,1,2
2,2,2,2
2,2,2,2
2,2,2,2
2,2,1,2
2,2,2,2
2,2,1,2
2,2,2,2
2,2,1,2
2,2,2,2
2,2,2,2
2,2,1,2
2,2,2,2
2,2,2,2
2,2,1,2
2,2,1,2
2,2,1,2
2,2,1,1
2,2,1,1
2,2,1,2
2,2,1,1
2,2,1,2
2,2,1,1
2,2,2,1
2,2,1,1
2,2,2,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,2,1,1
2,1,1,1
2,2,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
1,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
2,1,1,1
1,1,1,1
2,1,1,1
1,1,1,1
2,1,1,1
2,1,1,1
1,1,1,1
2,1,1,1
1,1,1,1
2,1,1,1
2,1,1,1
1,1,1,1
2,1,1,1
1,1,1,1
2,1,1,1
1,1,1,1
2,1,1,1
1,1,1,1
1,1,1,1
2,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
2,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
