1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,2
1,1,2
1,1,2
1,1,2
1,1,2
1,1,2
1,1,2
1,1,2
1,1,2
1,1,2
1,1,2
1,1,2
1,1,2
1,1,2
1,1,2
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,4
1,1,4
1,1,4
1,1,4
1,1,4
1,1,4
1,1,4
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,6
2,1,6
2,1,6
2,1,6
2,1,6
2,1,7
2,1,7
2,1,8
2,1,8
2,1,8
2,1,9
2,1,9
2,1,10
2,1,10
2,1,11
2,1,11
2,1,12
2,1,12
3,1,13
3,1,13
3,1,14
3,1,15
3,1,15
3,1,16
3,1,17
3,1,17
3,1,17
3,1,17
3,1,17
3,1,17
3,1,18
3,1,17
3,1,17
3,1,17
3,1,17
3,1,17
3,1,17
3,1,16
3,1,16
3,1,16
3,1,15
3,1,15
3,1,14
3,1,14
3,1,13
3,1,13
3,1,13
3,1,12
3,1,11
3,1,11
3,1,10
3,1,10
3,1,10
3,1,9
3,1,8
3,1,7
3,1,7
3,1,6
3,1,6
3,1,6
2,1,6
2,1,6
2,1,6
2,1,5
2,1,5
2,1,5
2,1,5
2,1,5
2,1,4
2,1,4
2,1,4
2,1,4
2,1,3
2,1,4
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,3
2,2,3
2,3,3
2,3,3
2,3,3
2,3,3
2,3,3
2,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,4,3
3,4,3
3,4,3
3,4,3
3,4,3
3,4,3
3,4,3
3,4,3
3,4,3
4,4,3
4,4,3
4,4,3
4,4,3
4,5,3
4,4,3
4,4,3
4,4,3
4,4,3
5,4,3
5,4,3
5,4,3
5,4,3
5,4,3
6,4,3
6,5,3
6,5,3
6,5,3
6,5,3
7,5,3
7,5,3
7,5,3
7,5,3
7,4,4
7,4,4
7,4,4
8,4,4
8,4,4
8,4,4
7,4,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,4
7,3,5
8,3,5
8,3,5
8,3,5
9,3,6
9,3,6
9,3,6
9,3,7
9,3,8
9,3,8
9,4,9
9,4,10
9,4,10
9,4,11
9,4,11
9,5,11
9,5,12
9,5,12
9,5,12
9,6,13
9,6,13
9,6,14
9,7,15
8,7,16
8,7,17
8,7,17
8,7,16
8,7,16
8,8,17
8,8,18
9,9,18
9,9,19
9,10,19
9,10,20
10,10,21
10,11,22
10,11,23
11,11,24
10,11,25
10,11,26
11,11,26
10,10,26
10,10,26
10,10,25
10,9,24
9,9,22
9,9,21
9,8,20
8,8,19
8,8,18
8,8,17
8,7,16
7,7,16
7,7,15
7,6,14
7,6,14
7,6,12
7,6,12
7,5,11
7,5,9
6,5,8
6,5,8
6,5,7
6,4,7
6,4,6
6,4,6
5,4,5
5,4,5
5,4,5
5,3,4
5,3,4
5,3,4
4,3,4
4,3,4
4,3,4
4,3,4
4,3,3
4,3,3
3,3,3
3,3,3
3,2,3
3,2,3
3,2,3
3,2,3
3,2,3
3,2,3
3,2,2
3,2,2
3,2,2
3,2,2
3,2,2
3,2,2
3,2,2
3,2,2
3,2,2
3,2,2
3,2,2
3,2,2
3,2,2
3,2,2
3,2,2
3,2,2
3,1,2
3,2,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
3,1,2
2,1,2
2,1,2
2,1,2
2,1,2
2,1,2
2,1,3
2,1,3
2,1,2
2,1,3
2,1,3
2,1,3
2,1,3
2,1,3
2,1,4
2,1,4
2,1,4
2,1,4
2,1,4
2,1,4
2,1,4
2,1,4
2,1,5
2,1,5
1,1,5
1,1,4
1,1,5
1,1,5
1,1,6
1,1,6
1,1,5
1,1,6
1,1,7
1,1,6
1,1,6
1,1,7
1,1,7
1,1,8
1,1,7
1,1,7
1,2,8
1,2,9
1,2,9
1,2,10
1,2,10
1,2,11
1,2,12
1,2,12
1,2,13
1,2,13
1,2,14
1,2,15
1,2,16
1,2,17
1,2,17
1,3,18
1,3,20
1,3,21
1,3,21
1,3,22
1,4,22
1,4,23
1,4,24
1,4,25
1,5,26
1,5,27
1,5,27
1,5,27
1,5,27
1,5,28
1,6,27
1,6,26
1,6,26
1,6,26
1,6,26
2,7,25
2,7,24
2,7,22
2,8,21
2,8,20
2,8,19
2,9,18
2,9,18
2,9,18
2,8,17
3,8,17
3,7,17
