5,8,13
5,8,14
5,9,15
5,9,17
5,9,19
5,9,21
5,9,22
5,9,22
5,9,27
5,9,28
5,10,30
5,11,32
5,11,32
6,12,32
6,13,32
6,14,28
6,15,27
7,16,25
7,16,24
8,17,24
8,18,23
8,19,23
9,20,21
10,20,20
11,21,19
13,23,16
14,25,15
16,27,13
16,28,12
17,28,12
20,30,12
23,32,12
24,32,12
25,32,12
27,32,11
28,31,11
29,32,11
31,30,11
31,28,10
32,26,10
32,24,9
32,22,8
32,21,7
32,19,7
28,18,7
30,17,6
31,17,5
30,17,6
30,17,5
29,16,5
29,17,5
30,17,5
27,17,5
25,17,6
24,16,5
22,16,5
22,16,5
21,16,5
19,0,5
18,14,5
16,14,5
15,13,5
13,13,4
13,13,5
12,13,4
11,14,4
10,13,4
9,13,4
9,14,4
8,14,5
8,13,4
8,13,4
7,13,4
6,12,4
6,12,4
5,9,4
5,9,4
5,8,4
5,8,4
